text,username,timestamp
"Having your own place, being at peace, eating at anytime you can and just affording your own rent &amp; groceries . 
Not forgetting water and electricity.",Healthy Lunchpacks,Sat Jul 13 17:57:46 +0000 2024
"@RNCResearch what I paid $3.00 for under Trump, I now pay over 10.00.  Basic goods.  I am now saving all grocery receipts and will be doing a comparison.  5 bucks for a roll of paper towels.  Energy costs.  Electricity.  Gas, water, rent, homes are out of reach for many.  Homelessness",JustVentingAgain,Sat Jul 13 08:37:56 +0000 2024
"1000000% ACCURATE. 
I have rent, water, hydro, wifi, and phone bills to worry about at the beginning of the month. Not to mention groceries, and pet necessities. 
Sorry I can't see a movie opening night ??",c@t Broughton,Fri Jul 12 22:16:27 +0000 2024
"Can figure rent is $800/mo minimum anywhere. You absolutely need a car because lolpublictransit so factor in a weekly gas budget based on commutes. That also means $80+ insurance. Figure a family of six is spending $200/w on groceries MINIMUM. Water's $50+, other utilities worse.",Weissening Blitz,Fri Jul 12 21:19:35 +0000 2024
"@wiseconnector I barely survive on that. My electric bill alone is $350 for a townhome! 
My grocery bill for my daughter and I is $400-$600 a month! 
I have a limited number of bills. I have my rent, my truck payment and insurance, my cellphone bill, and my electric/water/trash. Insanity!",The Brown Beth Dutton,Fri Jul 12 15:54:59 +0000 2024
@maryangelaperna @JoeBiden Mary go work 40 hrs at 15$Hr and video it and buy groceries pay rent with what you make and see what you have left lol do it I dare you!! Oh and gas and health insurance and phone WiFi water electric lol,Dan Rice,Fri Jul 12 13:44:29 +0000 2024
"meatballs n a slice of cake for brunch today because im shaking lol. papa sentmme money yesterday, i paid my rent, i bought groceries (just rice, eggs, and a gallon of water)",K.,Fri Jul 12 04:44:15 +0000 2024
@iAnonPatriot My local news @WVEC spent 30 minutes tonight carrying water for Biden telling us to be happy car prices and airfares are down even though groceries and rent are up. Of course that was offset by the huge salary increases they said everyone supposedly got. I missed that part.,JamesM,Thu Jul 11 22:05:49 +0000 2024
"@JenT32856335 So thanks to inflation, u have twice as many dollars worth half as much. How does that help the working poor who have no assets being inflated? The only things being inflated for them are rent, energy, groceries, medical costs, taxes, insurance, etc. You tread water, they sink.",William Ripskull,Thu Jul 11 17:35:13 +0000 2024
"@OttoMatticBaby Groceries, electric bill, phone bill, water bill and rent.  My work is scheduling me 12 hours a week and I’m supposed to be full time.  They also ended our health insurance 💔💔💔",Angela H ~,Thu Jul 11 15:33:45 +0000 2024
"@youhatebriiii Imagine thinking the person serving Black people for free and WELL-- groceries, water, birth control, rent, abortions, testing kits, proms cares about your opinion... The community loves me. I don't really care what a dry wig jealous bitch who could NEVER, thinks of me.",Stop gentrifying 'jawn',Wed Jul 10 23:20:38 +0000 2024
"Kasamadupe. 
You living in Canberra shows you be hot cake o 😃. I totally agree with you on this... I think you should let them know the high cost of living currently as well. 
Weekly house rent/mortgage,  Car Rego, electricity bills, water, gas, high cost of groceries, and co..",Sir-heed,Wed Jul 10 03:09:53 +0000 2024
"@indicatorfn I will use it for my studies and also to pay for our house rent, water and electric bill and buy my family a grocery and if to help others too even in small amount

https://t.co/vibHO8s2t1",L.A🐶,Tue Jul 09 00:40:02 +0000 2024
"@RealDoctorT @Vickie627 @Silver_Strike @Synyster63 @petewoodward0 @56tweets4 @realAnthonyHogg @RebelRidgetop @PaulVSimon1 @harborguy64 @gvnzng @emsops @cbeckj @TreatHunterDog @lastword4me2a @8BrianVogel4 @AnglerLouisiana @jeffsmith0000 @CivilLost @West_of_US395 @NatashaForTrump @deanandersonnyc @scottstocker4 @Eilis654279 @memequeenkimmy @juni40748 @libslayer66 @SophiaBianchi99 @OriginalGoalie @cl1ntonserver @SwannD199413 @VinceGottalotta @SeannonMcLeoud @ShellyRKirchoff @elmo_slayer @BidenTour @allen_zahir @medwoman1 @LGiancano @ArchLuminous @JohnJohnGladden @proundpapaof3 @woke_whitelady @DocDeezWhat @r0xie_f0x @AngryFleas @Bigteethyouhave @MadderMikk62771 @alshadowdancer 😂😂😂 then you pay rent, electric, water, phone, insurance and internet and wonder where the grocery money went.",VIEW on the RIGHT,Mon Jul 08 23:16:50 +0000 2024
"@iAnonPatriot No, not with prices being as they are. Wife and I are making do as our groceries, electricity, water, car insurance, and rent have gone up.",🇺🇸🇮🇱Dwayne✝️🇺🇸,Mon Jul 08 22:42:25 +0000 2024
"@BlueSwag04 @DialgaMarine92 @Roshan_Rinaldi California resident
Rent: $1800 (I get a discount otherwise it would be around $2500)
Groceries: $80-$100 for meats, vegetables, fruits, drinks (how tf you living on four items?)
Gas: $20
Water: $50
Electric: $100
Car: $340
Insurance: $139
Gas for car: $200",Lost Boi Zoro,Mon Jul 08 16:41:39 +0000 2024
"Wanna know why everyone’s burnt out? 
Everyone’s working to barely get by while these companies are price gouging the shit out of everyone. 

Our food is fake &amp; modified 

Our water is polluted 

Our rent is is too high 

Our groceries are too high 

Something’s gotta change",Ryan Bronson,Mon Jul 08 15:11:52 +0000 2024
"@AlbinoHoodRat1 @theBrianaMills @generalgendered @zombo_com_fan @NeutronLiam You're only thinking about the money that you're LOSING in taxes, not the money you're SAVING from rent/water/electricity bills and groceries.  Unless you are very wealthy or use NO resources, you would save money.",Matt Goodman,Sun Jul 07 23:14:59 +0000 2024
"his making an updated version, im still in hot water, all interviews end up going no where,  i need money for groceries this month and still have half of my rent to pay. any sh4res/b00sts helps https://t.co/NWYX8mCTSO",bongspawn consort,Sun Jul 07 19:13:29 +0000 2024
"@POTUS Hey who are you talking to? It’s not the average person who can’t afford rent,food and decent water unless you boil or pay. I consider going to the grocery store a luxury. I can’t afford to take my family camping! Travel my backside!",Travis OSullivan,Sun Jul 07 14:09:04 +0000 2024
"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2024)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £150
Water £40
TV license £15
Transportation £150
Wifi/mobile date £80
Groceries £300
Clothing £300
Entertainment £200

Total £2045",SK 🇬🇧🇬🇧,Sat Jul 06 09:31:56 +0000 2024
"@awayfrmothrppl @Mithrandir48 @Aristos_Revenge Of course there are some larger cities in Alabama (Huntsville, Birmingham) and the average rent in those areas was 1400 in 2023. When you factor in groceries, cell phone, vehicle payments and upkeep, gas, insurance, electric and water, etc that can all add up very quickly",Cody Brown,Mon Jun 17 14:59:47 +0000 2024
"@NIUKCommunity Birmingham 
Rent  £435  (studio)
Council Tax N/A
Energy £100
Water N/A
TV license N/A
Transportation Bus £55 
Wifi/mobile date £45 (2phones 1broadban)
Groceries £150
Clothing £80
Entertainment £100
Average £900 - £1000 monthly",Anuoluwaposimi,Mon Jul 17 16:53:19 +0000 2023
"Birmingham 
Rent  £435  (studio)
Council Tax N/A
Energy £100
Water N/A
TV license N/A
Transportation Bus £55 
Wifi/mobile date £45 (2phones 1broadban)
Groceries £150
Clothing £80
Entertainment £100
Average £900 - £1000 monthly",Anuoluwaposimi,Mon Jul 17 16:52:59 +0000 2023
