text,username,timestamp
"Birmingham:

Rent: £975
Council Tax: £180
Energy: £100
Water: £28
TV license£ 0
Transportation: £200
Wifi/mobile date: £80 (my phone plus wifi at home)
Groceries: £250
Clothing: £300-£500
Entertainment: £200",nwamaka.,Sun Jul 16 11:58:37 +0000 2023
"Nigerians in the UK. 

What is the average monthly bills in your city? 

Rent 
Council Tax 
Energy 
Water 
TV license 
Transportation 
Wifi/mobile date 
Groceries 
Clothing 
Entertainment",Nigerians in the UK 🇳🇬🇬🇧,Sun Jul 16 08:50:04 +0000 2023
"Glasgow 

Rent 2bedroom £750
Council tax £177
Energy and water bills £143
TV license £15
Transportation £100
WiFi+mobile data £30
Groceries (family of 4) £350
Clothing £100
Entertainment £80
Black tax £500",Kunle,Sun Jul 16 20:38:58 +0000 2023
"Rent— £1,300
Council Tax — let me ask my husband 
Energy— £500
Water— £150
TV license -£0
Transportation- £0, I work from home
Wifi/mobile date— £200
Groceries— £700
Clothing —£500
Entertainment —I’m an introvert 

🌚🌚",Opeyemi Feyisike 🧣🧣,Sun Jul 16 19:07:17 +0000 2023
"Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:12 +0000 2023
"Rent: £400
Council Tax: £100
Energy: Free
Water: £30
TV license: No TV
Transportation: £200
Wifi/mobile date: £40
Groceries: 120
Clothing: £40
Entertainment: £4,000
Wucuup: £6,000

Total: £10,930

Someone help me, I don’t know what I’m doing wrong",LGL,Sun Jul 16 13:04:17 +0000 2023
"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2024)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £150
Water £40
TV license £15
Transportation £150
Wifi/mobile date £80
Groceries £300
Clothing £300
Entertainment £200

Total £2045",SK 🇬🇧🇬🇧,Sat Jul 06 09:31:56 +0000 2024
"Bolton

Rent: 400 (All bills)
Council Tax: 0
Energy: 0
Water: 0
TV license: 0
Transportation: £30 (I dey trek die)
Wifi/mobile date: £50
Groceries: £60
Clothing: 0 (I carry cloth come UK)
Entertainment: 0 (You will drink juice from the groceries)

Total: £540",oluwafemi,Sun Jul 16 20:10:00 +0000 2023
"Rent: 825
Council Tax: 133
Energy: 150
Water: 16
TV license: 0
Transportation: I dey drive
Fuel: 50
Car Insurance:124
Wifi/mobile data: 55
Groceries + Feeding: 300
Clothing: &lt; 200
Entertainment: 100",dr3y,Sun Jul 16 19:15:48 +0000 2023
"I very much agree with this and would go further - I'd like my energy to be municipal, so I pay for it with my council tax bill as I do for water.  Broadband, too.",Auntie Syzygy,Wed Mar 27 09:23:01 +0000 2024
