,text,username,timestamp,Unnamed: 0
697,"Glasgow 

Rent 2bedroom £750
Council tax £177
Energy and water bills £143
TV license £15
Transportation £100
WiFi+mobile data £30
Groceries (family of 4) £350
Clothing £100
Entertainment £80
Black tax £500",Kunle,Sun Jul 16 20:38:58 +0000 2023,
698,"Bolton

Rent: 400 (All bills)
Council Tax: 0
Energy: 0
Water: 0
TV license: 0
Transportation: £30 (I dey trek die)
Wifi/mobile date: £50
Groceries: £60
Clothing: 0 (I carry cloth come UK)
Entertainment: 0 (You will drink juice from the groceries)

Total: £540",oluwafemi,Sun Jul 16 20:10:00 +0000 2023,
699,"Birmingham:

Rent: £975
Council Tax: £180
Energy: £100
Water: £28
TV license£ 0
Transportation: £200
Wifi/mobile date: £80 (my phone plus wifi at home)
Groceries: £250
Clothing: £300-£500
Entertainment: £200",nwamaka.,Sun Jul 16 11:58:37 +0000 2023,
700,"Nigerians in the UK. 

What is the average monthly bills in your city? 

Rent 
Council Tax 
Energy 
Water 
TV license 
Transportation 
Wifi/mobile date 
Groceries 
Clothing 
Entertainment",Nigerians in the UK 🇳🇬🇬🇧,Sun Jul 16 08:50:04 +0000 2023,
701,"Glasgow 

Rent 2bedroom £750
Council tax £177
Energy and water bills £143
TV license £15
Transportation £100
WiFi+mobile data £30
Groceries (family of 4) £350
Clothing £100
Entertainment £80
Black tax £500",Kunle,Sun Jul 16 20:38:58 +0000 2023,
702,"Rent— £1,300
Council Tax — let me ask my husband 
Energy— £500
Water— £150
TV license -£0
Transportation- £0, I work from home
Wifi/mobile date— £200
Groceries— £700
Clothing —£500
Entertainment —I’m an introvert 

🌚🌚",Opeyemi Feyisike 🧣🧣,Sun Jul 16 19:07:17 +0000 2023,
703,"Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:12 +0000 2023,
704,"Rent: £400
Council Tax: £100
Energy: Free
Water: £30
TV license: No TV
Transportation: £200
Wifi/mobile date: £40
Groceries: 120
Clothing: £40
Entertainment: £4,000
Wucuup: £6,000

Total: £10,930

Someone help me, I don’t know what I’m doing wrong",LGL,Sun Jul 16 13:04:17 +0000 2023,
705,"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2024)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £150
Water £40
TV license £15
Transportation £150
Wifi/mobile date £80
Groceries £300
Clothing £300
Entertainment £200

Total £2045",SK 🇬🇧🇬🇧,Sat Jul 06 09:31:56 +0000 2024,
706,"Bolton

Rent: 400 (All bills)
Council Tax: 0
Energy: 0
Water: 0
TV license: 0
Transportation: £30 (I dey trek die)
Wifi/mobile date: £50
Groceries: £60
Clothing: 0 (I carry cloth come UK)
Entertainment: 0 (You will drink juice from the groceries)

Total: £540",oluwafemi,Sun Jul 16 20:10:00 +0000 2023,
707,"Rent: 825
Council Tax: 133
Energy: 150
Water: 16
TV license: 0
Transportation: I dey drive
Fuel: 50
Car Insurance:124
Wifi/mobile data: 55
Groceries + Feeding: 300
Clothing: &lt; 200
Entertainment: 100",dr3y,Sun Jul 16 19:15:48 +0000 2023,
708,"I very much agree with this and would go further - I'd like my energy to be municipal, so I pay for it with my council tax bill as I do for water.  Broadband, too.",Auntie Syzygy,Wed Mar 27 09:23:01 +0000 2024,
709,"MY MONTHLY EXPENSES IN LAGOS

RENT: ₦500,00
Council tax: ₦5000
Energy: ₦15,000
Water: ₦270,000
Transportation: ₦750,000
TV license: FREE
Wi-Fi and Data: ₦300,000
Groceries and African food: ₦800,000
Clothing: ₦2,000,000
Entertainment: ₦200000
Eat out: ₦500,000",Vampz,Sun Jul 16 19:18:18 +0000 2023,
710,"Average monthly bills for a bachelor in the UK (location Birmingham)

House rent £500 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £70
Water £40
TV license £15
Transportation £110
Wifi £25
Mobile data £20
Groceries £200
Clothing £300
Miscellaneous £100

Total £1490",SK 🇬🇧🇬🇧,Wed Jun 22 22:34:58 +0000 2022,
711,"Location: Iyana Borough  

Rent £550
Council Tax £160
Energy &amp; Gas £140
Water £41
TV license £13
Fuel £200 
Wifi/mobile date £45
Groceries £300
Entertainment £100",smug,Sun Jul 16 11:27:21 +0000 2023,
712,"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2023)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £100
Water £40
TV license £15
Transportation £150
Wifi/mobile date £60
Groceries £300
Clothing £300
Entertainment £200

Total £1975",SK 🇬🇧🇬🇧,Sat Jul 15 17:19:11 +0000 2023,
713,"Rent: £5,475
Council Tax: £750
Groceries: £1,750
TV licence: £350
Energy: 1,230
Water: 100
Transportation: 550
Wifi/mobile date: 120
Clothing: 3,600
Entertainment: 130

PS: No be you dey pay am. 🙏🏼",DemoLa,Mon Jul 17 10:00:57 +0000 2023,
714,"Greenwich Peninsula, London

Rent: £2800 [2BR, 2T]
Council Tax: £185
Energy: £70
Heating: £35
Water: £30
TV license: £15
Transportation: £120
Wifi/mobile date: £21 / £31
Groceries: £150
Entertainment: £100 max",UGO 🇬🇧,Sun Jul 16 11:33:16 +0000 2023,
715,"Uk 🇬🇧 is not for the weak 😂😞 
(35,000 per annum)
Average Salary after tax - £2,265 per month 
Rent- £1350
Energy &amp; water bill - £170
Council Tax - £225
WiFi &amp; Phone bill - £120
Groceries- £200
Car insurance -£150
Car tax- £35
⛽️ Fuel- £150
Subscriptions-£80
Continue 👇",👑ℂ𝔸𝔹𝕆 EMPIRE,Sat Feb 10 09:45:56 +0000 2024,
716,"Rent: £400
Council Tax: Not paying for now
Energy: inclusive in rent
Water: inclusive in rent
TV license: Don't need it
Transportation: £70
Wifi/mobile date: inclusive in rent
Groceries: £100
Clothing: Buy as u go( not budgeted)
Entertainment: what's that??",Jerome,Mon Jul 17 12:01:36 +0000 2023,
717,"Rent - £250
Council Tax  - £50
Energy -  £20
Car insurance - £10
Water - £5
TV license - £2
Transportation - £10
Wifi/mobile date -£10
Groceries - £50
Clothing - £30
Entertainment - £10",Aima👩🏽‍💻,Mon Jul 17 11:03:51 +0000 2023,
718,"What is the average monthly bills in your city? 
Bristol 

Rent £700
Council Tax (NIL)
Energy NIL
Water NIL
TV license NIL
Transportation £150-200
Wifi/mobile date £20
Groceries £50-100
Clothing (depending on the month)
Baddies £100-200
Entertainment £50
Black Tax £200-300",AKIN’s 🇬🇧 🇳🇬,Mon Jul 17 13:31:03 +0000 2023,
719,"The average graduate salary in London is £31,257.

After the increase of NI, tax and student loan repayment, you’re left with £2,013.11 per month.

The average rent for new tenancies is £1,572.

So that leaves £441.11 for council tax, energy bills, water, groceries, etc.????",Sadiq,Thu Feb 03 14:59:33 +0000 2022,
720,"Birmingham:

Rent: £975
Council Tax: £180
Energy: £100
Water: £28
TV license£ 0
Transportation: £200
Wifi/mobile date: £80 (my phone plus wifi at home)
Groceries: £250
Clothing: £300-£500
Entertainment: £200",nwamaka.,Sun Jul 16 11:58:37 +0000 2023,
721,"Nigerians in the UK. 

What is the average monthly bills in your city? 

Rent 
Council Tax 
Energy 
Water 
TV license 
Transportation 
Wifi/mobile date 
Groceries 
Clothing 
Entertainment",Nigerians in the UK 🇳🇬🇬🇧,Sun Jul 16 08:50:04 +0000 2023,
722,"Glasgow 

Rent 2bedroom £750
Council tax £177
Energy and water bills £143
TV license £15
Transportation £100
WiFi+mobile data £30
Groceries (family of 4) £350
Clothing £100
Entertainment £80
Black tax £500",Kunle,Sun Jul 16 20:38:58 +0000 2023,
723,"Rent— £1,300
Council Tax — let me ask my husband 
Energy— £500
Water— £150
TV license -£0
Transportation- £0, I work from home
Wifi/mobile date— £200
Groceries— £700
Clothing —£500
Entertainment —I’m an introvert 

🌚🌚",Opeyemi Feyisike 🧣🧣,Sun Jul 16 19:07:17 +0000 2023,
724,"Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:12 +0000 2023,
725,"Rent: £400
Council Tax: £100
Energy: Free
Water: £30
TV license: No TV
Transportation: £200
Wifi/mobile date: £40
Groceries: 120
Clothing: £40
Entertainment: £4,000
Wucuup: £6,000

Total: £10,930

Someone help me, I don’t know what I’m doing wrong",LGL,Sun Jul 16 13:04:17 +0000 2023,
726,"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2024)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £150
Water £40
TV license £15
Transportation £150
Wifi/mobile date £80
Groceries £300
Clothing £300
Entertainment £200

Total £2045",SK 🇬🇧🇬🇧,Sat Jul 06 09:31:56 +0000 2024,
727,"Bolton

Rent: 400 (All bills)
Council Tax: 0
Energy: 0
Water: 0
TV license: 0
Transportation: £30 (I dey trek die)
Wifi/mobile date: £50
Groceries: £60
Clothing: 0 (I carry cloth come UK)
Entertainment: 0 (You will drink juice from the groceries)

Total: £540",oluwafemi,Sun Jul 16 20:10:00 +0000 2023,
728,"Rent: 825
Council Tax: 133
Energy: 150
Water: 16
TV license: 0
Transportation: I dey drive
Fuel: 50
Car Insurance:124
Wifi/mobile data: 55
Groceries + Feeding: 300
Clothing: &lt; 200
Entertainment: 100",dr3y,Sun Jul 16 19:15:48 +0000 2023,
729,"I very much agree with this and would go further - I'd like my energy to be municipal, so I pay for it with my council tax bill as I do for water.  Broadband, too.",Auntie Syzygy,Wed Mar 27 09:23:01 +0000 2024,
730,"MY MONTHLY EXPENSES IN LAGOS

RENT: ₦500,00
Council tax: ₦5000
Energy: ₦15,000
Water: ₦270,000
Transportation: ₦750,000
TV license: FREE
Wi-Fi and Data: ₦300,000
Groceries and African food: ₦800,000
Clothing: ₦2,000,000
Entertainment: ₦200000
Eat out: ₦500,000",Vampz,Sun Jul 16 19:18:18 +0000 2023,
731,"Average monthly bills for a bachelor in the UK (location Birmingham)

House rent £500 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £70
Water £40
TV license £15
Transportation £110
Wifi £25
Mobile data £20
Groceries £200
Clothing £300
Miscellaneous £100

Total £1490",SK 🇬🇧🇬🇧,Wed Jun 22 22:34:58 +0000 2022,
732,"Location: Iyana Borough  

Rent £550
Council Tax £160
Energy &amp; Gas £140
Water £41
TV license £13
Fuel £200 
Wifi/mobile date £45
Groceries £300
Entertainment £100",smug,Sun Jul 16 11:27:21 +0000 2023,
733,"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2023)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £100
Water £40
TV license £15
Transportation £150
Wifi/mobile date £60
Groceries £300
Clothing £300
Entertainment £200

Total £1975",SK 🇬🇧🇬🇧,Sat Jul 15 17:19:11 +0000 2023,
734,"Rent: £5,475
Council Tax: £750
Groceries: £1,750
TV licence: £350
Energy: 1,230
Water: 100
Transportation: 550
Wifi/mobile date: 120
Clothing: 3,600
Entertainment: 130

PS: No be you dey pay am. 🙏🏼",DemoLa,Mon Jul 17 10:00:57 +0000 2023,
735,"Greenwich Peninsula, London

Rent: £2800 [2BR, 2T]
Council Tax: £185
Energy: £70
Heating: £35
Water: £30
TV license: £15
Transportation: £120
Wifi/mobile date: £21 / £31
Groceries: £150
Entertainment: £100 max",UGO 🇬🇧,Sun Jul 16 11:33:16 +0000 2023,
736,"Uk 🇬🇧 is not for the weak 😂😞 
(35,000 per annum)
Average Salary after tax - £2,265 per month 
Rent- £1350
Energy &amp; water bill - £170
Council Tax - £225
WiFi &amp; Phone bill - £120
Groceries- £200
Car insurance -£150
Car tax- £35
⛽️ Fuel- £150
Subscriptions-£80
Continue 👇",👑ℂ𝔸𝔹𝕆 EMPIRE,Sat Feb 10 09:45:56 +0000 2024,
737,"Rent: £400
Council Tax: Not paying for now
Energy: inclusive in rent
Water: inclusive in rent
TV license: Don't need it
Transportation: £70
Wifi/mobile date: inclusive in rent
Groceries: £100
Clothing: Buy as u go( not budgeted)
Entertainment: what's that??",Jerome,Mon Jul 17 12:01:36 +0000 2023,
738,"Rent - £250
Council Tax  - £50
Energy -  £20
Car insurance - £10
Water - £5
TV license - £2
Transportation - £10
Wifi/mobile date -£10
Groceries - £50
Clothing - £30
Entertainment - £10",Aima👩🏽‍💻,Mon Jul 17 11:03:51 +0000 2023,
739,"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2024)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £150
Water £40
TV license £15
Transportation £150
Wifi/mobile date £80
Groceries £300
Clothing £300
Entertainment £200

Total £2045",SK 🇬🇧🇬🇧,Sat Jul 06 09:31:56 +0000 2024,
740,"@chu_chu_ezekwem I know someone in London. His rent alone is 1,800. Assuming he earns 3,500 after tax . He will be left with 1,700. From 1,700, you will deduct council tax, water bill, Energy bill, car insurance, groceries shopping, fuel. The person won’t even have 500 to save.",ONYEDIKACHUKWU ANAMBRA,Sat Feb 10 20:18:52 +0000 2024,
741,"Uk 🇬🇧 is not for the weak 😂😞 
(35,000 per annum)
Average Salary after tax - £2,265 per month 
Rent- £1350
Energy &amp; water bill - £170
Council Tax - £225
WiFi &amp; Phone bill - £120
Groceries- £200
Car insurance -£150
Car tax- £35
⛽️ Fuel- £150
Subscriptions-£80
Continue 👇",👑ℂ𝔸𝔹𝕆 EMPIRE,Sat Feb 10 09:45:56 +0000 2024,
742,"Rent 
Council Tax 
Energy 
Water 
TV license 
Transportation 
Wifi/mobile 
Groceries 
Clothing 
Car insurance 
Car Finance 
Black tax 

If she can’t do 50/50, she’s not ready to support her man. 

Nigerian men also need a support system. 

Bills dey choke.",🎙OLUOMO OF DERBY 🇳🇬 🇬🇧,Mon Jan 22 16:31:54 +0000 2024,
743,"Rent: 0
Groceries:315
Cleaner (3h weekly):182
Council tax: 160
Energy:114
Broadband:40
Water: 32
Home insurance: 29
Trading/Pension  account:22
2 O2 mobile lines, 10gb: 16
TV licence: 13
Netflix:11
Amazon Prime: 8
Garden bin (council):5
NY times : 2
Apple 60gb:1
Total: 952/2=476",Ornicar,Fri Jan 19 13:35:01 +0000 2024,
744,"@hewantswealth £1050pm - RENT 🏡 
£200pm - CAR 🚗 
£480pm - Groceries 🛒🥬 
£0pm - Entertainment 💃🏾 
£0pm - Dating 👫🏾
£150pm - Energy bill⚡️
£35pm - Mobile Phone
£0pm - Gym 🏋🏾‍♂️ 
£0pm - S&amp;S ISA 📈
£0pm - Life Insurance
£150pm -  Council Tax
£35 pm - Water Bill

Live in the real World chump",Carl Jackson,Tue Dec 05 20:15:34 +0000 2023,
745,"Council tax, energy bill, health insurance, phone and Internet bills,water,road tax, Car insurance, Rent, groceries &amp; still Unbearable Cold.Honestly UK would drain you. Now I know that Nigeria is blessed.",Ehi Aisagbonhi,Sun Dec 03 13:24:17 +0000 2023,
746,"@HeatherChloeDog @DrFrancesRyan Surprising. Most people who are disabled or chronically ill are able to just afford rent, council tax, water, energy, phone bills. Small amount for groceries which are getting so expensive. I’m lucky family takes me to hospital appts transport so expensive.",Becklescake 😴,Sun Nov 26 07:09:23 +0000 2023,
747,@JTAdeyemi Council tax. Energy. Gas. Water. Transport. Insurance. Broadband. Phone bills. Student finance &amp; debt repayments (if you have) Unfortunately life isn’t just rent and groceries.,‘24.,Sat Oct 21 18:59:38 +0000 2023,
748,"No Rishi Sunak, I’ll tell you what most of us are up against; Essential bills like #mortgage #rent #energy #water #counciltax #groceries #fuel … that we can’t pay.

Have you EVER, EVER received a bill that you didn’t have the means to pay? Have you? 

No! Thought not!   #r4today",Baffled Ape,Thu Aug 31 07:11:28 +0000 2023,
749,"Ghanaians in UK, what are the average monthly bills in your city?

Rent: £
Council Tax: £
Energy: £
Water: £
TV license: £
Transport: £
Wifi/data: £
Groceries: £
Clothing: £
Entertainment: £

https://t.co/uzD0BvLNXv",CediRates,Sun Aug 06 09:48:14 +0000 2023,
750,"NO! Rishi Sunak, I’ll tell you what most of us are up against;
Essential bills like #mortgage #rent #energy #water #counciltax #groceries #fuel … that we can’t pay. 

Have you EVER, EVER received a bill that you didn’t have the means to pay? Have you? No! Thought not! 

#r4today",Baffled Ape,Sat Jul 29 07:51:31 +0000 2023,
751,"NO Rishi Sunak, I’ll tell you what most of us are up against;  Essential bills like #mortgage #rent #energy #water #counciltax #groceries #fuel … that we can’t pay.
Have you EVER, EVER received a bill that you didn’t have the means to pay? Have you?
No! Thought not!
#r4today",Baffled Ape,Thu Jul 27 07:23:41 +0000 2023,
752,"NO Rishi Sunak, I’ll tell you what most of us are up against;

Essential bills like #mortgage #rent #energy #water #counciltax #groceries #fuel … that we can’t pay. 

Have you EVER, EVER received a bill that you didn’t have the means to pay? Have you? 

No! Thought not!",Baffled Ape,Wed Jul 26 10:42:54 +0000 2023,
753,"Rent - £990(Salford Quay)
Council Tax 
Energy - inclusive 
Water - inclusive
TV license - inclusive
Transportation - £50
Wifi/mobile date - £12
Groceries -£100
Clothing - £50(klarna spread)
Entertainment - £100",Peraisakop DaddyCoco,Thu Jul 20 10:41:38 +0000 2023,
754,"Luton (Student )

Rent £550 (Bill inclusive )
Council Tax NA
Energy NA
Water NA
TV license NA
Transportation : £80 (to Work only)
Wifi/mobile data: £10
Groceries : £50
Clothing : £ 100 every 3 months 
Entertainment: prime £5",Educated Sallaf🌛,Tue Jul 18 11:22:45 +0000 2023,
755,"Walsall

Rent. 575
Council Tax   140
Energy  100 to 240 depending on season
Water 12
TV license      I no dey watch tv
Transportation 100 to 200
Wifi/mobile date 40
Groceries       200
Clothing          lol
Entertainment lol
PS: flat with family",MAYOR OF THE SOUTH WEST,Mon Jul 17 21:19:43 +0000 2023,
756,"Rent - 495
Council Tax - 0 
Energy - 0
Water - 0
TV license - 0 
Transportation - 61
Wifi/mobile date - 10
Groceries - 60
Clothing - 100
Entertainment - 50",Blackhole,Mon Jul 17 21:13:53 +0000 2023,
757,"London 

Rent £800
Council Tax inc
Energy £35 
Water inc
TV license NA
Transportation £150
Wifi/mobile date Wi-Fi inc/ mobile data £60
Groceries £200
Clothing  £100
Entertainment £500",Magnificient Daddy PhD,Mon Jul 17 20:12:55 +0000 2023,
758,"Rent : 650
Council Tax : 110
Energy : 120
Water : 50
TV license : NA
Transportation : 500
Wifi/mobile date : 42
Groceries : 200
Clothing : 200
Entertainment: 250",𝙰𝚍𝚎𝚝𝚘𝚕𝚊,Mon Jul 17 20:02:23 +0000 2023,
759,"@JenT32856335 So thanks to inflation, u have twice as many dollars worth half as much. How does that help the working poor who have no assets being inflated? The only things being inflated for them are rent, energy, groceries, medical costs, taxes, insurance, etc. You tread water, they sink.",William Ripskull,Thu Jul 11 17:35:13 +0000 2024,
760,"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2024)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £150
Water £40
TV license £15
Transportation £150
Wifi/mobile date £80
Groceries £300
Clothing £300
Entertainment £200

Total £2045",SK 🇬🇧🇬🇧,Sat Jul 06 09:31:56 +0000 2024,
761,"@AlboMP In one hand out the other.
$15 tax cut... Endless increases in cost of living.

Groceries 
Fuel
Energy
Gas
Rent
Mortgage 
Insurance
Water
Rates......

Everything's up, but yea here's $15 for a big Mac meal. 

#auspol @AlboMP",Bradley P,Sat May 04 06:14:27 +0000 2024,
762,"@Akpotin1 Now lemme explain to u why. 
Tax 20% 
Water bill and energy bill 15% 
House rent 30% 
Groceries 25% 
Internet 5% 
Others 20% at the end of the day. U are left with 10% of ur salary. But in Nigeria, the tax is low, house rent is annual, water bill and energy bill concern u",MAYOR OF OWA KINGDOM 👑🦍,Wed Mar 27 20:42:53 +0000 2024,
763,"@chu_chu_ezekwem I know someone in London. His rent alone is 1,800. Assuming he earns 3,500 after tax . He will be left with 1,700. From 1,700, you will deduct council tax, water bill, Energy bill, car insurance, groceries shopping, fuel. The person won’t even have 500 to save.",ONYEDIKACHUKWU ANAMBRA,Sat Feb 10 20:18:52 +0000 2024,
764,"Uk 🇬🇧 is not for the weak 😂😞 
(35,000 per annum)
Average Salary after tax - £2,265 per month 
Rent- £1350
Energy &amp; water bill - £170
Council Tax - £225
WiFi &amp; Phone bill - £120
Groceries- £200
Car insurance -£150
Car tax- £35
⛽️ Fuel- £150
Subscriptions-£80
Continue 👇",👑ℂ𝔸𝔹𝕆 EMPIRE,Sat Feb 10 09:45:56 +0000 2024,
765,"Rent 
Council Tax 
Energy 
Water 
TV license 
Transportation 
Wifi/mobile 
Groceries 
Clothing 
Car insurance 
Car Finance 
Black tax 

If she can’t do 50/50, she’s not ready to support her man. 

Nigerian men also need a support system. 

Bills dey choke.",🎙OLUOMO OF DERBY 🇳🇬 🇬🇧,Mon Jan 22 16:31:54 +0000 2024,
766,"Rent: 0
Groceries:315
Cleaner (3h weekly):182
Council tax: 160
Energy:114
Broadband:40
Water: 32
Home insurance: 29
Trading/Pension  account:22
2 O2 mobile lines, 10gb: 16
TV licence: 13
Netflix:11
Amazon Prime: 8
Garden bin (council):5
NY times : 2
Apple 60gb:1
Total: 952/2=476",Ornicar,Fri Jan 19 13:35:01 +0000 2024,
767,"@hewantswealth £1050pm - RENT 🏡 
£200pm - CAR 🚗 
£480pm - Groceries 🛒🥬 
£0pm - Entertainment 💃🏾 
£0pm - Dating 👫🏾
£150pm - Energy bill⚡️
£35pm - Mobile Phone
£0pm - Gym 🏋🏾‍♂️ 
£0pm - S&amp;S ISA 📈
£0pm - Life Insurance
£150pm -  Council Tax
£35 pm - Water Bill

Live in the real World chump",Carl Jackson,Tue Dec 05 20:15:34 +0000 2023,
768,"Council tax, energy bill, health insurance, phone and Internet bills,water,road tax, Car insurance, Rent, groceries &amp; still Unbearable Cold.Honestly UK would drain you. Now I know that Nigeria is blessed.",Ehi Aisagbonhi,Sun Dec 03 13:24:17 +0000 2023,
769,"@HeatherChloeDog @DrFrancesRyan Surprising. Most people who are disabled or chronically ill are able to just afford rent, council tax, water, energy, phone bills. Small amount for groceries which are getting so expensive. I’m lucky family takes me to hospital appts transport so expensive.",Becklescake 😴,Sun Nov 26 07:09:23 +0000 2023,
770,"@Conservatives With rent up, mortgages up, petrol up, energy up, water up, groceries up, taxes up, this won’t help anyone- just an empty gesture",Scot,Tue Oct 31 22:04:40 +0000 2023,
771,@JTAdeyemi Council tax. Energy. Gas. Water. Transport. Insurance. Broadband. Phone bills. Student finance &amp; debt repayments (if you have) Unfortunately life isn’t just rent and groceries.,‘24.,Sat Oct 21 18:59:38 +0000 2023,
772,"@StewartLewis2 @FromSteveHowell What would help most ppl now? Lets see… state run energy? State run water? State run transport? Rent caps? Grocery price caps? Taxes on wealth? State only NHS? A proper living wage? 

How many are Starmer and Reeves committing too?",NewFoolFromTheHill,Sat Sep 23 12:38:08 +0000 2023,
773,"Monthly expenses   
Rent - 15 cents 
Car payment/ subscription - 3 cents - 10 cents 
Energy - 5 cents Water - 2 cents 
Groceries - Free 
Education - Free 
0 income taxes *possible consumption tax  (AGI will make this a reality)",Moist_Chemistry1418,Mon Aug 21 18:18:36 +0000 2023,
774,"@rationalaussie @SpencerKSchiff Monthly expenses 

Rent - 15 cents
Car payment/ subscription - 3 cents - 10 cents
Energy - 5 cents
Water - 2 cents
Groceries - Free
Education - Free
0 income taxes
*possible consumption tax

(AGI will make this a reality)",The Observer,Mon Aug 21 17:54:29 +0000 2023,
775,"Ghanaians in UK, what are the average monthly bills in your city?

Rent: £
Council Tax: £
Energy: £
Water: £
TV license: £
Transport: £
Wifi/data: £
Groceries: £
Clothing: £
Entertainment: £

https://t.co/uzD0BvLNXv",CediRates,Sun Aug 06 09:48:14 +0000 2023,
776,"@NIGERCommunity City: Darmstadt 

Rent: 415 euro (energy,water and internet included)

Radio license: 9 euro
Transportation; semester ticket covers me 
Tax: not sure of the amount but it’s little 
Mobile data: 13 euro
Groceries: 200
Clothing: 🤔
Entertainment: it depends",Evalsam Etta,Thu Aug 03 20:15:55 +0000 2023,
777,"Rent - £990(Salford Quay)
Council Tax 
Energy - inclusive 
Water - inclusive
TV license - inclusive
Transportation - £50
Wifi/mobile date - £12
Groceries -£100
Clothing - £50(klarna spread)
Entertainment - £100",Peraisakop DaddyCoco,Thu Jul 20 10:41:38 +0000 2023,
778,"Luton (Student )

Rent £550 (Bill inclusive )
Council Tax NA
Energy NA
Water NA
TV license NA
Transportation : £80 (to Work only)
Wifi/mobile data: £10
Groceries : £50
Clothing : £ 100 every 3 months 
Entertainment: prime £5",Educated Sallaf🌛,Tue Jul 18 11:22:45 +0000 2023,
779,"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2024)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £150
Water £40
TV license £15
Transportation £150
Wifi/mobile date £80
Groceries £300
Clothing £300
Entertainment £200

Total £2045",SK 🇬🇧🇬🇧,Sat Jul 06 09:31:56 +0000 2024,
780,"@NIUKCommunity Birmingham 
Rent  £435  (studio)
Council Tax N/A
Energy £100
Water N/A
TV license N/A
Transportation Bus £55 
Wifi/mobile date £45 (2phones 1broadban)
Groceries £150
Clothing £80
Entertainment £100
Average £900 - £1000 monthly",Anuoluwaposimi,Mon Jul 17 16:53:19 +0000 2023,
781,"Birmingham 
Rent  £435  (studio)
Council Tax N/A
Energy £100
Water N/A
TV license N/A
Transportation Bus £55 
Wifi/mobile date £45 (2phones 1broadban)
Groceries £150
Clothing £80
Entertainment £100
Average £900 - £1000 monthly",Anuoluwaposimi,Mon Jul 17 16:52:59 +0000 2023,
782,"@maverickhills @NIUKCommunity Birmingham 
Rent 2bd - £1,000
C Tax - £137
Energy - £236
Water £52
TV licence - Nil
Transport- £46
Wifi/Mob : £30
Groceries(family of 3) - £400
Clothing - £200
Entertainment- £300",Vìncēnté Dà Vīncí,Sun Jul 16 22:25:33 +0000 2023,
783,"@NIUKCommunity Dudley uk (15min drive to Birmingham)
Rent       £650  (2bed )
Council Tax  £110
Energy      £150
Water        £40
TV license  £15
Transportation £72 (to fill my tank twice a month)
Wifi/mobile date  £24 and £12
Groceries    £200 
Clothing   Not monthly 
Entertainment  £150",dare™️,Sun Jul 16 19:57:17 +0000 2023,
784,"@NIUKCommunity Birmingham 

Rent: 650
Council Tax-
Energy-140
Water-27
Tv licence-
Transportation-100(fuel)
Wifi-25. Mobile-15
Groceries -200
Clothing-100
Car insurance-200
Entertainment-100",Odon,Sun Jul 16 17:27:00 +0000 2023,
785,"@NIUKCommunity Birmingham 
Rent 820 (3bed)
Council Tax: 140 - 170
Energy 165
Water : 35
TV license: nil
Transportation: 100
Wifi/mobile date : 95
Groceries: 500 (family of 4)
Clothing: 200
Entertainment: 100",Obiclayz,Sun Jul 16 12:32:36 +0000 2023,
786,"Birmingham:

Rent: £975
Council Tax: £180
Energy: £100
Water: £28
TV license£ 0
Transportation: £200
Wifi/mobile date: £80 (my phone plus wifi at home)
Groceries: £250
Clothing: £300-£500
Entertainment: £200",nwamaka.,Sun Jul 16 11:58:37 +0000 2023,
787,"Average monthly bills for a couple in the UK (Birmingham July 2023)

Rent £1000 (2 bed apartment)
Council Tax £124
Energy (gas/electric) £100
Water £40
TV license £15
Westmidlands Bus Pass  £55 x2 
Wifi 30
Mobile  £10 x2 
Groceries £300
Misc £200
Entertainment £200

Total £2139",🌍 A!,Sat Jul 15 17:59:08 +0000 2023,
